customer_id,customer_name,email,phone,address,country,country_id,type,opening_balance
CUID_0021,Phan Lan Xuan,phanlanxuan@proton.me,+84330633873,"326 Dinh Tien Hoang, Phuong 11, Quan Tan Binh, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0022,Pham Anh Ha,phamanhha@zoho.com,+84850245644,"228 Vo Van Tan, Phuong 14, Quan 5, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0023,Do Quoc Chi,doquocchi@yahoo.com,+84381096748,"599 Nguyen Hue, Phuong 13, Quan Phu Nhuan, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0024,Ho Thi Dung,hothidung823@outlook.com,+84545911455,"334 Nguyen Thi Minh Khai, Phuong Ben Nghe, Thanh pho Thu Duc, TP. Ho Chi Minh",Vietnam,VN,person,50
CUID_0025,Cong nghe Elite Future,congngheelitefuture@proton.me,+84822675620,"302 Nguyen Hue, Phuong 10, Quan Binh Thanh, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0026,Le Anh Giang,leanhgiang424@proton.me,+84834083790,"911 Pasteur, Phuong 13, Quan Phu Nhuan, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0027,Ngo Lan Quan,ngolanquan@zoho.com,+84578424367,"751 Tran Hung Dao, Phuong 14, Quan 5, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0028,Ly Thanh An,lythanhan@gmail.com,+84381234382,"984 Dinh Tien Hoang, Phuong 10, Quan 3, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0029,Cong ty TNHH Digital Elite,congtytnhhdigitalelite980@proton.me,+84979101165,"233 Nguyen Thi Minh Khai, Phuong 10, Quan Binh Thanh, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0030,Cong ty Co phan Net Future,congtycophannetfuture26@hotmail.com,+84759391582,"723 Pham Ngoc Thach, Phuong Ben Nghe, Quan 3, TP. Ho Chi Minh",Vietnam,VN,company,2000
CUID_0031,Nguyen Anh Oanh,nguyenanhoanh@gmail.com,+84704443841,"190 Vo Van Tan, Phuong 10, Quan Go Vap, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0032,Vu Bao Yen,vubaoyen251@hotmail.com,+84924756343,"509 Nguyen Hue, Phuong 11, Quan 10, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0033,Trung tam Global Tech,trungtamglobaltech@zoho.com,+84924524740,"311 Nguyen Hue, Phuong 13, Quan 7, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0034,Vu Quoc Quan,vuquocquan@proton.me,+84772211157,"199 Nguyen Hue, Phuong 8, Quan Phu Nhuan, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0035,Ngo Huu Dung,ngohuudung369@yahoo.com,+84337100296,"780 Nguyen Thi Minh Khai, Phuong 5, Quan 1, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0036,Vu Van Linh,vuvanlinh66@outlook.com,+84845618902,"581 Dinh Tien Hoang, Phuong Ben Nghe, Quan Go Vap, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0037,Dang Lan Thao,danglanthao@hotmail.com,+84836679226,"170 Nguyen Hue, Phuong 7, Thanh pho Thu Duc, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0038,Vu Thi Minh,vuthiminh723@gmail.com,+84774697669,"445 Le Loi, Phuong 15, Quan 7, TP. Ho Chi Minh",Vietnam,VN,person,1000
CUID_0039,Doanh nghiep Media Group,doanhnghiepmediagroup@yahoo.com,+84575216695,"515 Nguyen Thi Minh Khai, Phuong 5, Quan Go Vap, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0040,Huynh Van Chi,huynhvanchi@yahoo.com,+84550785715,"462 Pham Ngoc Thach, Phuong 7, Quan Go Vap, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0041,Cong ty Co phan Pro Khanh,congtycophanprokhanh686@outlook.com,+84983629854,"332 Pham Ngoc Thach, Phuong 11, Quan 3, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0042,Dang An,dangan@proton.me,+84841376725,"959 Pham Ngoc Thach, Phuong 14, Quan Phu Nhuan, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0043,Dich vu Net An,dichvunetan564@proton.me,+84950994184,"743 Pham Ngoc Thach, Phuong 15, Quan 10, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0044,Vu Hong Giang,vuhonggiang613@outlook.com,+84571078372,"12 Pham Ngoc Thach, Phuong 10, Quan Go Vap, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0045,Doanh nghiep Pro Uyen,doanhnghiepprouyen781@hotmail.com,+84539892384,"335 Nguyen Thi Minh Khai, Phuong 13, Quan Tan Binh, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0046,Doanh nghiep Pro Solutions,doanhnghiepprosolutions@yahoo.com,+84531809018,"168 Le Loi, Phuong 14, Quan 10, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0047,Cong ty Co phan Star Hung,congtycophanstarhung@proton.me,+84896845626,"304 Nguyen Hue, Phuong 5, Quan Tan Binh, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0048,Cong ty Co phan Pro Future,congtycophanprofuture29@proton.me,+84930342461,"189 Le Loi, Phuong Ben Nghe, Quan Tan Binh, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0049,Ly Thanh Thao,lythanhthao261@proton.me,+84984250992,"995 Dinh Tien Hoang, Phuong 10, Quan Phu Nhuan, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0050,Phan Dung,phandung367@yahoo.com,+84526083087,"60 Pasteur, Phuong 14, Quan 10, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0051,Ngo Ngoc Hung,ngongochung773@zoho.com,+84369634570,"312 Cach Mang Thang Tam, Phuong 13, Quan 5, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0052,Shop Global Xuan,shopglobalxuan@hotmail.com,+84799928840,"782 Nguyen Hue, Phuong 13, Thanh pho Thu Duc, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0053,Cong ty TNHH VN Pro,congtytnhhvnpro766@outlook.com,+84758912085,"947 Pasteur, Phuong 8, Quan 3, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0054,Ho Anh Dung,hoanhdung38@yahoo.com,+84791253396,"563 Dinh Tien Hoang, Phuong Ben Nghe, Quan 5, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0055,Cong nghe Asia Oanh,congngheasiaoanh379@hotmail.com,+84349806593,"417 Pham Ngoc Thach, Phuong 8, Quan 3, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0056,Cong ty Co phan Future Star,congtycophanfuturestar@proton.me,+84903972855,"842 Nguyen Hue, Phuong 11, Quan 5, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0057,Hoang Giang,hoanggiang@yahoo.com,+84318137502,"139 Dinh Tien Hoang, Phuong 15, Quan 3, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0058,Ngo Thanh Dung,ngothanhdung@outlook.com,+84507854904,"421 Dinh Tien Hoang, Phuong 5, Quan Phu Nhuan, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0059,Ly Thanh Giang,lythanhgiang639@gmail.com,+84553954607,"883 Vo Van Tan, Phuong 8, Quan Tan Binh, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0060,Huynh Phuc,huynhphuc@outlook.com,+84746319080,"108 Cach Mang Thang Tam, Phuong 7, Thanh pho Thu Duc, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0061,Thuong mai Digital Pro,thuongmaidigitalpro681@outlook.com,+84887963526,"239 Le Loi, Phuong 11, Thanh pho Thu Duc, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0062,Dich vu Group Phuc,dichvugroupphuc@zoho.com,+84566098217,"326 Cach Mang Thang Tam, Phuong 11, Quan 1, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0063,Do Minh An,dominhan@gmail.com,+84334133958,"169 Tran Hung Dao, Phuong Ben Nghe, Quan 1, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0064,Do Thanh Thao,dothanhthao773@outlook.com,+84514264603,"623 Nguyen Van Cu, Phuong 1, Quan 7, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0065,Le Minh,leminh509@hotmail.com,+84813758808,"53 Dinh Tien Hoang, Phuong 1, Quan Phu Nhuan, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0066,Dich vu Smart Nam,dichvusmartnam@proton.me,+84710386890,"874 Le Loi, Phuong 8, Quan Tan Binh, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0067,Phan Nam,phannam172@yahoo.com,+84951593788,"251 Le Loi, Phuong 7, Quan 10, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0068,Cong ty Co phan Solutions Van,congtycophansolutionsvan@outlook.com,+84549566861,"79 Nguyen Thi Minh Khai, Phuong 14, Quan 10, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0069,Huynh Huu Thao,huynhhuuthao377@outlook.com,+84708865457,"927 Nguyen Van Cu, Phuong 14, Quan Go Vap, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0070,Vu Van Thao,vuvanthao@gmail.com,+84790607956,"382 Cach Mang Thang Tam, Phuong 10, Quan Tan Binh, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0071,Bui Ngoc Nam,buingocnam571@gmail.com,+84827698351,"368 Pham Ngoc Thach, Phuong 13, Quan 5, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0072,Trung tam Global Minh,trungtamglobalminh@proton.me,+84368765643,"381 Pham Ngoc Thach, Phuong 7, Quan 7, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0073,Nha phan phoi Group Global,nhaphanphoigroupglobal864@yahoo.com,+84955756865,"167 Tran Hung Dao, Phuong 7, Quan Go Vap, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0074,Vu Quoc Khanh,vuquockhanh@outlook.com,+84822979165,"461 Nguyen Thi Minh Khai, Phuong 10, Quan Tan Binh, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0075,Le Giang,legiang492@hotmail.com,+84751882729,"160 Dinh Tien Hoang, Phuong 5, Quan 7, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0076,Cong ty TNHH Smart Group,congtytnhhsmartgroup@outlook.com,+84330230731,"49 Pham Ngoc Thach, Phuong 14, Quan 5, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0077,Bui Thi An,buithian153@hotmail.com,+84596472126,"647 Nguyen Thi Minh Khai, Phuong 5, Quan 3, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0078,Dang Hong Yen,danghongyen@yahoo.com,+84746246090,"548 Vo Van Tan, Phuong 15, Thanh pho Thu Duc, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0079,Vu Anh Oanh,vuanhoanh@hotmail.com,+84773767730,"569 Cach Mang Thang Tam, Phuong 7, Quan Phu Nhuan, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0080,Le Chi,lechi@proton.me,+84802783338,"494 Pham Ngoc Thach, Phuong 1, Quan 7, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0081,Cong ty TNHH Star Hung,congtytnhhstarhung376@hotmail.com,+84887839449,"541 Pham Ngoc Thach, Phuong 5, Quan Tan Binh, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0082,Doanh nghiep Global Dung,doanhnghiepglobaldung335@hotmail.com,+84736463083,"455 Pham Ngoc Thach, Phuong 1, Quan 3, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0083,Dang Ha,dangha622@gmail.com,+84800733566,"981 Cach Mang Thang Tam, Phuong 11, Quan Phu Nhuan, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0084,Dang Quoc Linh,dangquoclinh@yahoo.com,+84974352249,"302 Nguyen Thi Minh Khai, Phuong 8, Quan 3, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0085,Le Thao,lethao@gmail.com,+84767522177,"188 Cach Mang Thang Tam, Phuong 15, Quan 7, TP. Ho Chi Minh",Vietnam,VN,person,50
CUID_0086,Le Thi An,lethian@hotmail.com,+84749180374,"430 Dinh Tien Hoang, Phuong Ben Nghe, Quan 3, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0087,Tran Ngoc Van,tranngocvan848@hotmail.com,+84561949011,"178 Tran Hung Dao, Phuong 11, Quan 7, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0088,Trung tam Star Digital,trungtamstardigital979@hotmail.com,+84526606551,"649 Pasteur, Phuong 11, Quan Go Vap, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0089,Cong ty Co phan Tech Binh,congtycophantechbinh585@proton.me,+84860856328,"425 Pham Ngoc Thach, Phuong 14, Quan 3, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0090,Phan Thanh Nam,phanthanhnam882@zoho.com,+84778913534,"283 Nguyen Thi Minh Khai, Phuong 8, Quan 5, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0091,Phan Quan,phanquan@yahoo.com,+84389711948,"519 Nguyen Van Cu, Phuong 5, Quan Tan Binh, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0092,Nha phan phoi Asia Khanh,nhaphanphoiasiakhanh506@gmail.com,+84586458487,"792 Dinh Tien Hoang, Phuong 11, Quan 1, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0093,Pham Huu Chi,phamhuuchi@outlook.com,+84529619373,"971 Cach Mang Thang Tam, Phuong 7, Quan 7, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0094,Nguyen Minh Nam,nguyenminhnam@outlook.com,+84365361972,"354 Vo Van Tan, Phuong 15, Thanh pho Thu Duc, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0095,Vu Oanh,vuoanh@hotmail.com,+84857760497,"804 Pasteur, Phuong Ben Nghe, Quan 7, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0096,Le Duc Phuc,leducphuc@yahoo.com,+84309103164,"803 Pasteur, Phuong 14, Quan 1, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0097,Dang Ngoc Uyen,dangngocuyen979@zoho.com,+84345568682,"505 Nguyen Hue, Phuong 8, Quan 10, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0098,Hoang Hung,hoanghung@proton.me,+84745972558,"414 Cach Mang Thang Tam, Phuong 7, Quan 10, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0099,Cong ty Co phan Digital Quan,congtycophandigitalquan490@proton.me,+84325961652,"695 Vo Van Tan, Phuong 8, Quan 7, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0100,Ho Ngoc Giang,hongocgiang@gmail.com,+84349841936,"939 Le Loi, Phuong Ben Nghe, Quan 7, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0101,Cong ty TNHH Elite Inno,congtytnhheliteinno@outlook.com,+84390871782,"48 Nguyen Van Cu, Phuong 10, Quan Go Vap, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0102,Shop VN Thao,shopvnthao@proton.me,+84881528376,"745 Tran Hung Dao, Phuong 1, Quan Binh Thanh, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0103,Ngo Thanh Phuc,ngothanhphuc@outlook.com,+84940949034,"283 Cach Mang Thang Tam, Phuong 10, Quan Go Vap, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0104,Do Thanh Binh,dothanhbinh314@proton.me,+84345873192,"639 Nguyen Hue, Phuong 8, Quan 5, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0105,Bui Duc Xuan,buiducxuan@outlook.com,+84376575539,"124 Nguyen Van Cu, Phuong 15, Thanh pho Thu Duc, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0106,Le Hong Thao,lehongthao@gmail.com,+84548401455,"698 Pham Ngoc Thach, Phuong 1, Quan Tan Binh, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0107,Pham Van Quan,phamvanquan@hotmail.com,+84599090477,"756 Dinh Tien Hoang, Phuong 11, Quan Tan Binh, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0108,Giai phap Smart Digital,giaiphapsmartdigital@proton.me,+84518193198,"784 Nguyen Van Cu, Phuong 10, Quan Phu Nhuan, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0109,Dang Thanh Khanh,dangthanhkhanh282@outlook.com,+84397184780,"221 Le Loi, Phuong 5, Quan Go Vap, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0110,Ho Khanh,hokhanh449@proton.me,+84357719295,"601 Pasteur, Phuong 11, Quan 7, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0111,Do Anh Minh,doanhminh971@hotmail.com,+84589644996,"814 Vo Van Tan, Phuong 11, Quan Tan Binh, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0112,Le Uyen,leuyen@yahoo.com,+84781404453,"271 Nguyen Hue, Phuong 11, Quan 3, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0113,Cong ty Co phan Global Net,congtycophanglobalnet689@gmail.com,+84568177548,"350 Pham Ngoc Thach, Phuong 1, Quan 7, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0114,Cong ty Co phan Inno Uyen,congtycophaninnouyen@yahoo.com,+84332324633,"913 Nguyen Thi Minh Khai, Phuong 14, Quan 3, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0115,Shop Elite Star,shopelitestar46@hotmail.com,+84587055721,"245 Dinh Tien Hoang, Phuong Ben Nghe, Quan 7, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0116,Shop VN Van,shopvnvan@proton.me,+84847315189,"990 Nguyen Van Cu, Phuong 15, Quan 1, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0117,Duong Thi An,duongthian645@outlook.com,+84301240699,"685 Nguyen Thi Minh Khai, Phuong 1, Quan 1, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0118,Nguyen Huu Xuan,nguyenhuuxuan832@hotmail.com,+84889101158,"283 Dinh Tien Hoang, Phuong 5, Quan Binh Thanh, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0119,Pham Khanh,phamkhanh@hotmail.com,+84968703500,"185 Le Loi, Phuong 14, Quan Tan Binh, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0120,Duong Van,duongvan922@gmail.com,+84540098509,"332 Nguyen Van Cu, Phuong 8, Quan Go Vap, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0121,Giai phap Elite VN,giaiphapelitevn246@hotmail.com,+84583837197,"522 Cach Mang Thang Tam, Phuong 1, Quan 3, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0122,Shop Asia Nam,shopasianam279@hotmail.com,+84843946606,"827 Nguyen Hue, Phuong 5, Quan 3, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0123,Ngo Duc Phuc,ngoducphuc93@hotmail.com,+84994710455,"115 Nguyen Van Cu, Phuong 5, Quan Binh Thanh, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0124,Ngo Anh An,ngoanhan@hotmail.com,+84975925612,"284 Nguyen Thi Minh Khai, Phuong 7, Quan 3, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0125,Hoang Thi Oanh,hoangthioanh@hotmail.com,+84851139368,"347 Nguyen Thi Minh Khai, Phuong 11, Quan Tan Binh, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0126,Dich vu Solutions Giang,dichvusolutionsgiang@hotmail.com,+84341337697,"343 Dinh Tien Hoang, Phuong 10, Quan Tan Binh, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0127,Nha phan phoi Asia Inno,nhaphanphoiasiainno@proton.me,+84994742687,"428 Nguyen Thi Minh Khai, Phuong 7, Quan 10, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0128,Giai phap Net Minh,giaiphapnetminh@gmail.com,+84544596573,"926 Vo Van Tan, Phuong Ben Nghe, Quan 3, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0129,Do Ngoc Binh,dongocbinh@zoho.com,+84893710275,"714 Pasteur, Phuong 8, Quan Phu Nhuan, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0130,Do Hong Giang,dohonggiang@hotmail.com,+84814919134,"221 Vo Van Tan, Phuong 14, Quan Binh Thanh, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0131,Ho Thi Minh,hothiminh@gmail.com,+84903189755,"348 Vo Van Tan, Phuong 13, Quan Phu Nhuan, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0132,Le Ngoc Quan,lengocquan628@outlook.com,+84344022775,"828 Vo Van Tan, Phuong 7, Quan Binh Thanh, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0133,Hoang Thi Van,hoangthivan397@proton.me,+84531341689,"614 Le Loi, Phuong 7, Quan Binh Thanh, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0134,Le Minh Van,leminhvan@outlook.com,+84354459911,"305 Tran Hung Dao, Phuong 7, Quan Binh Thanh, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0135,Shop Tech Van,shoptechvan393@yahoo.com,+84554648400,"789 Nguyen Hue, Phuong 10, Quan 1, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0136,Le Yen,leyen@proton.me,+84851178380,"746 Nguyen Thi Minh Khai, Phuong 15, Quan 7, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0137,Duong Thanh Minh,duongthanhminh@gmail.com,+84780818276,"891 Pasteur, Phuong 13, Quan 5, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0138,Nha phan phoi Net Group,nhaphanphoinetgroup287@zoho.com,+84553722896,"107 Tran Hung Dao, Phuong 13, Quan 1, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0139,Doanh nghiep Inno Global,doanhnghiepinnoglobal329@yahoo.com,+84376452446,"911 Le Loi, Phuong 13, Thanh pho Thu Duc, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0140,Shop Pro Van,shopprovan@hotmail.com,+84974630524,"226 Nguyen Thi Minh Khai, Phuong 10, Quan Binh Thanh, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0141,Bui Bao Uyen,buibaouyen@hotmail.com,+84906809149,"448 Nguyen Hue, Phuong 7, Quan 10, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0142,Trung tam Media Linh,trungtammedialinh680@hotmail.com,+84306774002,"89 Tran Hung Dao, Phuong Ben Nghe, Quan 7, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0143,Nguyen Bao Dung,nguyenbaodung@outlook.com,+84803713817,"781 Tran Hung Dao, Phuong 7, Quan 3, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0144,Do Quoc Hung,doquochung@proton.me,+84864281173,"449 Cach Mang Thang Tam, Phuong 7, Quan 7, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0145,Dang Duc Minh,dangducminh867@proton.me,+84726136772,"405 Le Loi, Phuong 8, Quan Phu Nhuan, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0146,Ly Oanh,lyoanh881@hotmail.com,+84545149050,"230 Nguyen Van Cu, Phuong 1, Quan Tan Binh, TP. Ho Chi Minh",Vietnam,VN,person,0
CUID_0147,Thuong mai Net Oanh,thuongmainetoanh@outlook.com,+84965100991,"344 Dinh Tien Hoang, Phuong Ben Nghe, Quan 3, TP. Ho Chi Minh",Vietnam,VN,company,0
CUID_0148,Duong Thanh Chi,duongthanhchi626@outlook.com,+84506610104,"365 Vo Van Tan, Phuong 15, Quan 10, TP. Ho Chi Minh",Vietnam,VN,person,0
